,Unnamed: 0,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 3511.1 Integrated Waste Management,BP 3511.1 Year Adopted,BP 3511.1 Year of Policy Update if applicable,BP 3511.1 Link to Policy,AR: 3511.1 Integrated Waste Management Regulation,AR 3511.1 Year Adopted,AR 3511.1 Year of Policy Update if applicable,AR 3511.1 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP3511.1: Path to PDF,BP3511.1: PDF Text,AR3511.1: Path to PDF,AR3511.1: PDF Text,AR3514 PDF Name,AR3511.1 PDF Name
10,10,1750930000000,Alameda,Dublin Unified,Suburban,Unified School District,12827,13,1,2008,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030635&revid=du2z7qFrEoi4dnDTy2jysA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2008,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030635&revid=KQZyyxcEf42EEpF6XCEaZQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,0,1,2.0,6.5,0,7.5,1.0,3.0,1.0,11.0,Dublin_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Dublin_Unified_Alameda_AR3511.1.pdf, applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible3 clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Dublin_Unified_Alameda_AR3511.1.pdf,Dublin_Unified_Alameda_AR3511.1.pdf
11,11,1751190000000,Alameda,Sunol Glen Unified,Rural,Unified School District,268,15,1,2017,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030465&revid=kJomplusOSh9PsUqoGT7wwsfw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,0.0,,,,3.0,0,0,0,1.0,1.0,0,0.0,0.0,1,1,0,1,2.0,6.0,0,6.0,0.0,2.5,1.5,9.0,Sunol_Glen_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Sunol_Glen_Unified_Alameda_AR3511.1.pdf,nan,Sunol_Glen_Unified_Alameda_AR3511.1.pdf,Sunol_Glen_Unified_Alameda_AR3511.1.pdf
12,12,2613330000000,Alpine,Alpine County Unified,Rural,Unified School District,65,63,1,2012,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030509&revid=gdwfOKN6OgrkrhfaMkyf0A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2012,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030509&revid=LtdsTDR9xQE9h1CazTKtMA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,0.0,0.0,1,0.0,0.0,0,0,0,1,0.5,4.0,0,4.0,0.0,2.0,1.0,7.5,Alpine_County_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Alpine_County_Unified_Alpine_AR3511.1.pdf,alpinecountyofficeofeducation  applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin orcontainer accordance state law local jurisdiction waste ordinance practice,Alpine_County_Unified_Alpine_AR3511.1.pdf,Alpine_County_Unified_Alpine_AR3511.1.pdf
13,13,3739810000000,Amador,Amador County Unified,Town,Unified School District,4067,43,1,2018,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030687&revid=WwO3gslshBslshBeX7BiOplusGTHkplusQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2004,2018,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030687&revid=ihjO1QqqQhXRuURYXKMPAQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,1.0,1,0.0,1.0,1,0,0,1,1.0,5.0,1,6.5,0.5,3.0,1.0,9.5,Amador_County_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Amador_County_Unified_Amador_AR3511.1.pdf,amadorcountyofficeofeducation   ensure efficient utilization natural material resource superintendent designee shall work towards instituting following measure andor practice reduce waste generation reducing consumption disposable material composting organic material fully utilizing material prior disposal recycle material paper glass plastic aluminum minimize use nonbiodegradable product prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building cf purchasing procedure cf bid cf contract cf facility master plan work vendor contractor use packaging delivery material generate less waste work city county government agency locate market district reusable recyclable material cf relation governmental agency school cf relation local agency,Amador_County_Unified_Amador_AR3511.1.pdf,Amador_County_Unified_Amador_AR3511.1.pdf
14,14,4614080000000,Butte,Biggs Unified,Rural,Unified School District,548,65,1,2021,2021,https://d16k74nzx9emoe.cloudfront.net/0f6c2d5d-127b-4844-9738-493550ac8a26.pdf,0.0,,,,3.0,1,1,1,1.0,1.0,0,1.0,0.0,1,1,0,0,0.5,5.0,0,5.0,0.0,3.0,1.5,8.0,Biggs_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Biggs_Unified_Butte_AR3511.1.pdf,nan,Biggs_Unified_Butte_AR3511.1.pdf,Biggs_Unified_Butte_AR3511.1.pdf
15,15,4614240000000,Butte,Chico Unified,Urban,Unified School District,14402,53,1,2008,2014,https://www.chicousd.org/documents/Board%20Policies%20and%20Administrative%20Regulations/Board%20Policies/BP%203000/BP-3511.1-Integrated-Waste-Management.pdf,0.0,,,,3.0,0,0,0,1.0,1.0,0,1.0,0.0,1,0,0,1,2.0,6.0,1,7.5,0.5,2.5,1.5,10.5,Chico_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Chico_Unified_Butte_AR3511.1.pdf,nan,Chico_Unified_Butte_AR3511.1.pdf,Chico_Unified_Butte_AR3511.1.pdf
16,16,4614320000000,Butte,Durham Unified,Rural,Unified School District,1026,42,1,2012,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030825&revid=297YvOF0jbyjrmVyByyhHw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2012,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030825&revid=OUQqXepCslshHmpO7FpqiiEdg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,0.0,0,0,0,1,2.5,6.5,0,6.5,0.0,3.0,1.0,9.5,Durham_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Durham_Unified_Butte_AR3511.1.pdf,durhamunifiedschool district  adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum school site district facility generates four cubic yard commercial solid waste per week shall take least one following action public resource code ccr source separate recyclable material solid waste subscribe basic level recycling service may include collection selfhauling arrangement pickup recyclable material b subscribe recycling service may include mixed waste processing yield diversion result comparable source separation prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste,Durham_Unified_Butte_AR3511.1.pdf,Durham_Unified_Butte_AR3511.1.pdf
17,17,4615230000000,Butte,Palermo Union Elementary,Rural,Elementary School District,1283,81,1,2007,2007,https://www.palermoschools.org/documents/Board%20Policies/3000%20Business/3511.1%20Board%20Policy%20Integrated%20Waste%20Management.pdf,1.0,2007,2007,https://www.palermoschools.org/documents/Board%20Policies/3000%20Business/3511.1%20Administrative%20Regulation%20Integrated%20Waste%20Management.pdf,3.0,1,1,0,1.0,1.0,0,1.0,0.0,1,0,0,0,0.0,3.0,1,4.0,0.0,2.5,0.5,7.0,Palermo_Union_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Palermo_Union_Elementary_Butte_AR3511.1.pdf,nan,Palermo_Union_Elementary_Butte_AR3511.1.pdf,Palermo_Union_Elementary_Butte_AR3511.1.pdf
18,18,4615490000000,Butte,Thermalito Union Elementary,Town,Elementary School District,1520,87,1,2012,2013,https://ca01900896.schoolwires.net/cms/lib/CA01900896/Centricity/domain/23/arbp%203000/BP%203511.1.pdf,1.0,2000,2019,https://ca01900896.schoolwires.net/cms/lib/CA01900896/Centricity/domain/23/arbp%203000/AR%203511%20Energy%20and%20Water%20Conservation.pdf,3.0,0,1,1,1.0,1.0,0,1.0,0.0,1,0,0,0,0.0,3.0,0,3.0,0.0,3.0,0.0,6.0,Thermalito_Union_Elementary_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Thermalito_Union_Elementary_Butte_AR3511.1.pdf,business noninstructional operation ar energy water conservation development district energy water resource management program superintendent designee shall analyze efficiency environmental impact consider strategy improving following district system lighting heating ventilation air conditioning water heater electrical equipment appliance water use irrigation including drain faucet pipe ground management cf evaluating existing building addition district resource management program may include strategy address following educational program focus environmental literacy incorporate next generation science standard cf environmental education cf science instruction outdoor student facility environmentally sustainable include increased shaded area reduce playground temperature cf sun safety classroom building management maintenance food service food waste reduction cf food service operationscafeteria fund landscaping practice including establishing droughttolerant habitat transportation service maintenance cf transportation inclusion best practice water management new construction project cf facility master plan administrative operation focus cost reduction conservation cf management district assetsaccounts business noninstructional operation ar b regular equipment maintenance repair cf equipment storm water management superintendent designee shall implement storm water management plan complies applicable state federal law local ordinance plan shall include best practice designed reduce waste pollution environmental degradation damage school facility infrastructure incorporating water capture filtration system storm water necessary emphasizing school practice school design reduce runoff human pollutant plastic oil grease metal pesticide preserving creating enhancing natural area greenspace aid storm water dry weather capture minimizing impervious surface area controlling runoff impervious surface utilizing possible soil promote infiltration incorporating storm water design signage feature learning opportunity public education emergency interruption service superintendent designee shall consult local law enforcement emergency personnel county office emergency service development strategy implemented event power outage emergency interruption utility service strategy shall prescribe mean notifying appropriate agency ensure utility properly restored interruption cf emergency disaster preparedness plan superintendent designee shall reopen school return normal instructional activity soon safe operation resumed school closed extended period time district shall make alternative arrangement student staff interrupt educational program superintendent designee shall communicate staff student parentsguardians regarding interruption educational service due utility service outage including necessary alternative arrangement date time normal operation school expected resume cf communication public cf emergency schedule board adopted revision revision final adoption first reading,Thermalito_Union_Elementary_Butte_AR3511.1.pdf,Thermalito_Union_Elementary_Butte_AR3511.1.pdf
19,19,4755070000000,Butte,Gridley Unified,Town,Unified School District,1995,76,1,2001,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030973&revid=E7Oe09ItHoqtPqSEOMSQKQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2001,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030973&revid=JlCfRuslshzfslshJplusiQUesG1NMQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,0,0,1,2.5,6.0,0,6.0,0.0,2.5,1.0,9.0,Gridley_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Gridley_Unified_Butte_AR3511.1.pdf, applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restrooms2 visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice,Gridley_Unified_Butte_AR3511.1.pdf,Gridley_Unified_Butte_AR3511.1.pdf
20,20,5615560000000,Calaveras,Bret Harte Union High,Town,High School District,627,51,1,2003,2003,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030549&revid=vJmXV04P3ayyrpcPfTCwhA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,1.0,2003,2003,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030549&revid=slshCYOiRaN83lMMXUSoeVpkw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,1,1,0,1,1.5,5.0,1,6.0,0.0,2.5,1.0,9.0,Bret_Harte_Union_High_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Bret_Harte_Union_High_Calaveras_AR3511.1.pdf,bretharteunionhighschooldistrict  adopted oorriiggiinnaall aaddoopptteedd ddaattee llaasstt rreevviieewweedd ddaattee ensure efficient utilization natural material resource superintendent designee shall work towards instituting following measure practice reduce waste generation reducing consumption disposable material composting organic material fully utilizing material prior disposal recycle material paper glass plastic aluminum minimize use nonbiodegradable product prefer recycled environmentally preferable product procuring material use district school building contracting construction modernization district building work vendor contractor use packing delivery material generate less waste work city county government agency locate market district reusable recyclable material,Bret_Harte_Union_High_Calaveras_AR3511.1.pdf,Bret_Harte_Union_High_Calaveras_AR3511.1.pdf
21,21,5615640000000,Calaveras,Calaveras Unified,Rural,Unified School District,2845,47,1,2022,2022,https://www.calaveras.k12.ca.us/bp/policy/3000series/bp3511.1.pdf,1.0,2022,2022,https://drive.google.com/file/d/1k2kRCWHlnQJJfa5VwL0azYSVSOAxzZqM/view?usp=drive_link,3.0,1,1,1,1.0,1.0,1,1.0,1.0,0,1,0,1,1.5,5.5,1,6.5,0.0,3.0,1.0,9.5,Calaveras_Unified_BP3511_1.pdf,,/Users/sooyeonkim/Desktop/TenStrands/Policy-Language-Analysis/data/AR_3511.1/Calaveras_Unified_Calaveras_AR3511.1.pdf,penn valley union elementary school district ar integrated waste management applicable area district operation superintendent designee shall design integrated waste management program minimizes generation waste encourages recovery diversion reusable material waste stream improves efficiency utilization natural material resource protects environment program shall implement measure andor practice reduce consumption disposable material increase composting organic material fully utilize material prior disposal recycle material paper glass plastic aluminum prefer recycled biodegradable environmentally preferable product procuring material use district school building contracting construction modernization district building work city county government agency locate market district reusable recyclable material minimize use nonbiodegradable material work vendor contractor use packaging delivery material generate less waste recycling school site district facility generates four cubic yard solid waste per week shall take least one following action public resource code source separate recyclable material solid waste subscribe basic level recycling service includes collection selfhauling arrangement pickup recyclable material subscribe recycling service may include mixed waste processing yield diversion result comparable source separation school site district facility generates two cubic yard per week solid waste recyclables organic shall arrange recycling service specifically organic waste including food waste green waste landscape pruning waste nonhazardous wood waste foodsoiled paper waste mixed food waste facility shall take least one following action public resource code source separate organic waste waste subscribe basic level organic waste recycling service includes collection recycling organic waste recycle organic waste onsite selfhaul organic waste recycling subscribe organic waste recycling service may include mixed waste processing specifically recycles organic waste make arrangement sell donate recyclable organic waste material school site district facility meet threshold solid organic waste shall place recycling bin container solid organic waste applicable area food material purchased facility immediate consumption recycling bin container shall public resource code adjacent bin container nonrecyclable trash except restroom visible easily accessible clearly marked educational signage indicating appropriate item placed recycling bin container accordance state law local jurisdiction waste ordinance practice 1penn valley union elementary school district ar b state reference description commercial solid waste ccr http simblieboardsolutionscomsu6lpluskeu3vslsh9nfj1liagbbsa leroy f greene school facility act consideration high ed code performance standard http simblieboardsolutionscomsuvsczr2pwgdptwpstlwcbplusa new construction grant use design material high performance school ed code http simblieboardsolutionscomsuzwofjoqdzyswxoexycsq8q 2penn valley union elementary school district ar c ed code recycling paper ed code science requirement ed code environmental education pub code waste diversion pub code energy conservation assistance pub code integrated waste management act pub code source reduction recycling program pub code schoolsite source reduction recycling assistance program pub code recycling commercial solid waste management resource reference description aasa school superintendent association website http simblieboardsolutionscomsumoaf8ao8cslshslfgc13qqoeq cross reference description philosophy http simblieboardsolutionscomsuvpiyee4upzslshqt6llleumgq relation governmental agency school http simblieboardsolutionscomsu40pu2xbwbbwezztwjeoagg concept role http simblieboardsolutionscomsur0xrsknmzsplus15pgz2kd5vw sale disposal book equipment supply http simblieboardsolutionscomsuh1h0yyoumlkxap8dgkg8ug sale disposal book equipment supply http simblieboardsolutionscomsufkvawhrsjddxvvorplusegpwa contract http simblieboardsolutionscomsudqwuwxxcxw9cn62qzknnyg green school operation http simblieboardsolutionscomsuxgunplus1ny4xheqnqzslshy86tw energy water management http simblieboardsolutionscomsuzncafkpeomvplusxq4ylvnecg energy water management http simblieboardsolutionscomsuwhhfbjoslitxluhs61ykqg environmental safety http simblieboardsolutionscomsuwtmevx90csgajsmuk4ovvw environmental safety http simblieboardsolutionscomsukhjithircgu1781wamplus7vg integrated pest management http simblieboardsolutionscomsuwjjmhm0ahtk5325rlhskuq facility inspection http simblieboardsolutionscomsuofk92lpslqxwmkvkvdnctw staff development http simblieboardsolutionscomsu3vu3ilwydus8orlarslshttng staff development http simblieboardsolutionscomsu2dzakvwfwggwzzzgwyc2mg environmental education http simblieboardsolutionscomsurhb1qhznwslshp4qhtegxb8ug 3penn valley union elementary school district ar science instruction http simblieboardsolutionscomsum8c2yxgqlanoe4qgqccirq facility master plan http simblieboardsolutionscomsu87hitsxy1kgtjdmvdjfsoa relation local agency http simblieboardsolutionscomsugsigokghdasslsh4y0plusplusmrm4w adoptedrevised september,Calaveras_Unified_Calaveras_AR3511.1.pdf,Calaveras_Unified_Calaveras_AR3511.1.pdf
